title;type;authors;doi;cite_number;volume;issue;date
An Integrated Approach Based on Principal Component and Multivariate Process Capability for Simultaneous Optimization of Location and Dispersion for Correlated Multiple Response Problems;article;Sasadhar Bera - Indrajit Mukherjee;/doi/full/10.1080/08982112.2013.765014;8;25;3;2013
A Bayesian Analysis for the Parameters of the Exponential-Logarithmic Distribution;article;Fernando A. Moala - Lívia M. Garcia;/doi/full/10.1080/08982112.2013.764431;2;25;3;2013
Risk Management Terminology;article;Stephen N. Luko;/doi/full/10.1080/08982112.2013.786336;3;25;3;2013
Quality Quandaries: Deploying Operational Excellence at a Financial Service Provider;article;Jeroen de Mast- Benjamin P. H. Kemper- Astrid Wiltjer - Ronald J. M. M. Does;/doi/full/10.1080/08982112.2013.783599;7;25;3;2013
Technical Advice: Experimental Protocol and the Basic Principles of Experimental Design;article;Geoff Vining;/doi/full/10.1080/08982112.2013.789278;5;25;3;2013
Control Charts Based on the Exponential Distribution: Adapting Runs Rules for the t Chart;article;Eduardo Santiago - Joel Smith;/doi/full/10.1080/08982112.2012.740646;67;25;2;2013
Availability Analysis of Repairable Mechanical Systems Using Analytical Semi-Markov Approach;article;Girish Kumar- Vipul Jain - O. P. Gandhi;/doi/full/10.1080/08982112.2012.751606;18;25;2;2013
Estimating a Proportion from Repeated Sampling of a Growing Population;article;M. S. Hamada- S. L. Lohr- C. A. Hamada - T. Burr;/doi/full/10.1080/08982112.2012.751607;1;25;2;2013
The Quarterfold: a Sequential Augmentation Procedure for Resolution IV Fractions;article;Harsh Misra- Armando J. Ríos- James R. Simpson - José A. Vázquez;/doi/full/10.1080/08982112.2012.751608;5;25;2;2013
Some Perspectives to Define and Model Reliability Using Fuzzy Sets;article;Zhaojun Li - Kailash C. Kapur;/doi/full/10.1080/08982112.2012.758281;8;25;2;2013
Quality Improvement of Medical Wire Manufacturing Process;article;Bimal Nepal- Sankalp Mohanty - Lawrence Kay;/doi/full/10.1080/08982112.2012.758282;3;25;2;2013
Comparing Computer Experiments for the Gaussian Process Model Using Integrated Prediction Variance;article;Rachel T. Silvestrini- Douglas C. Montgomery - Bradley Jones;/doi/full/10.1080/08982112.2012.758284;25;25;2;2013
Exact Inferences for a Weibull Model;article;A. J. Hayter - S. Kiatsupaibul;/doi/full/10.1080/08982112.2012.758285;6;25;2;2013
Comparing Acceptance Sampling Standards: Part 2;article;Dean V. Neubauer - Stephen Luko;/doi/full/10.1080/08982112.2013.758557;1;25;2;2013
Quality Quandaries: Shortening the Throughput Time of a Hospital's Billing Process;article;Marit Schoonhoven- Caroline Lubbers - Ronald J. M. M. Does;/doi/full/10.1080/08982112.2012.758287;6;25;2;2013
Technical Advice: Scientific Method and Approaches for Collecting Data;article;Geoff Vining;/doi/full/10.1080/08982112.2013.764228;4;25;2;2013
Detection of the Onset of Multiple Sclerosis from SD-OCT Thickness Measurements of the Retinal Nerve Fiber Layer;article;Johannes Ledolter - Randy Kardon;/doi/full/10.1080/08982112.2012.721042;0;25;1;2013
The Interplay Between Science and Statistics in Modeling Stress–Strain Curve Data;article;K. Sham Bhat- Stephen A. Birdsell - Michael S. Hamada;/doi/full/10.1080/08982112.2012.725494;2;25;1;2013
Comparison of Two Wood Plastic Composite Extruders Using Bootstrap Confidence Intervals on Measurements of Sample Failure Data;article;David J. Edwards- Ramón V. León- Timothy M. Young- Frank M. Guess - Kevin A. Crookston;/doi/full/10.1080/08982112.2012.728496;6;25;1;2013
Two-Sided Charts for Monitoring Nonconforming Parts per Million;article;Cesar A. Acosta-Mejia;/doi/full/10.1080/08982112.2012.730366;12;25;1;2013
Assessing Component Effects in Formulation Systems;article;Ronald D. Snee - Greg F. Piepel;/doi/full/10.1080/08982112.2012.731628;2;25;1;2013
Experiments for Reliability Achievement;article;Professor Steven E. Rigdon- Brandon R. Englert- Isaac A. Lawson- Connie M. Borror- Douglas C. Montgomery - Rong Pan;/doi/full/10.1080/08982112.2013.733611;13;25;1;2013
Comparing Acceptance Sampling Standards: Part 1;review article;Dean V. Neubauer - Stephen N. Luko;/doi/full/10.1080/08982112.2013.738146;1;25;1;2013
Quality Quandaries: Reducing Work in Process at an Emergency Assistance Center;article;Tashi P. Erdmann- Helga Boessenkool- Lisette Hogewoning - Ronald J. M. M. Does;/doi/full/10.1080/08982112.2012.731929;5;25;1;2013
Getting the Right Data Up Front: A Key Challenge;article;Necip Doganaksoy - Gerald J. Hahn*;/doi/full/10.1080/08982112.2012.702382;4;24;4;2012
A Comparison of Decision Methods for C  pk  When Data are Autocorrelated;article;Peder Lundkvist- Kerstin Vännman - Murat Kulahci;/doi/full/10.1080/08982112.2012.710165;5;24;4;2012
Bayesian Estimation of Reliability for Batches of High Reliability Single-Use Parts;article;Adam Pintar- Lu Lu- Christine M. Anderson-Cook - Gary L. Silver;/doi/full/10.1080/08982112.2012.694334;7;24;4;2012
A Bayesian Approach to the Analysis of Gauge R&R Data;article;Brian P. Weaver- Michael S. Hamada- Stephen B. Vardeman - Alyson G. Wilson;/doi/full/10.1080/08982112.2012.702381;16;24;4;2012
Two-Sample Tests for Comparing Measurement Systems;article;Karl D. Majeske;/doi/full/10.1080/08982112.2012.696298;2;24;4;2012
A Graphical Tool for Detection of Outliers in Completely Randomized: Unreplicated 2 k  and 2 k-P  Factorials;article;Doug Sanders - Cheryl Hild;/doi/full/10.1080/08982112.2012.710169;1;24;4;2012
An Efficient Split-Plot Approach for Modeling Nonlinear Aerodynamic Effects;article;Teresa G. English- James R. Simpson- Drew Landman - Peter A. Parker;/doi/full/10.1080/08982112.2012.710164;12;24;4;2012
Response Surfaces: Blocking and Split Plots: An Industrial Experiment Case Study;article;Willis A. Jensen - Scott M. Kowalski;/doi/full/10.1080/08982112.2012.696297;4;24;4;2012
Analyzing Unreplicated Gauge R&R Studies;article;Michael S. Hamada - Connie M. Borror;/doi/full/10.1080/08982112.2012.714338;0;24;4;2012
Statistical Standards and ISO: Part 4—Applications Related to the Implementation of Six Sigma;article;Mark E. Johnson - Michèle Boulanger;/doi/full/10.1080/08982112.2012.710489;2;24;4;2012
Quality Quandaries: Reducing Overuse of Diagnostic Tests for Trauma Patients;article;Gerard C. Niemeijer- Albert Trip- Kees C. T. B. Ahaus- Klaus W. Wendt - Ronald J. M. M. Does;/doi/full/10.1080/08982112.2012.695883;4;24;4;2012
List of Reviewers;List of Reviewers;NA;/doi/full/10.1080/08982112.2012.713274;0;24;4;2012
Call for Papers;Call for Papers;NA;/doi/full/10.1080/08982112.2012.694331;0;24;4;2012
Editorial Board EOV;Editorial Board EOV;NA;/doi/full/10.1080/08982112.2012.729953;0;24;4;2012
Confidence Intervals for Measures of Precision in Interlaboratory Studies with Finite Populations;article;Jorge Quiroz;/doi/full/10.1080/08982112.2011.628625;0;24;3;2012
Form Errors in Precision Metrology: A Survey of Measurement Techniques;article;Abhijit Gosavi - Elizabeth Cudney;/doi/full/10.1080/08982112.2011.652583;11;24;3;2012
Similarity of Multivariate Methods to Establish Microarray Quality Control Standards;article;Jing Wu - Justin R. Chimka;/doi/full/10.1080/08982112.2011.645315;0;24;3;2012
Use of Warranty and Reliability Data to Inform Call Center Staffing;article;Sankaran Mahadevan - Jason Overstreet;/doi/full/10.1080/08982112.2012.682047;1;24;3;2012
Finding Test Statistic Thresholds Using Simulation and Model Fitting with an Application to Radiation Detection;article;Tom Burr - Michael S. Hamada;/doi/full/10.1080/08982112.2012.680225;1;24;3;2012
Rethinking the Optimal Response Surface Design for a First-Order Model with Two-Factor Interactions: When Protecting against Curvature;article;Lu Lu - Christine M. Anderson-Cook;/doi/full/10.1080/08982112.2012.629940;20;24;3;2012
A Single Statistic for Monitoring the Covariance Matrix of Bivariate Processes;article;Roberto Quinino- A. Costa - Linda Lee Ho;/doi/full/10.1080/08982112.2012.682046;5;24;3;2012
Quality Quandaries*: An Efficient Public Sector;article;Joran Lokkerbol- Martijn F. A. Molenaar - Ronald J. M. M. Does;/doi/full/10.1080/08982112.2012.680226;4;24;3;2012
Using Quality Function Deployment to Write an ISO Standard for QFD*;article;Glenn H. Mazur;/doi/full/10.1080/08982112.2012.682510;3;24;3;2012
Editorial for Statistical Engineering Special Issue;Editorial for Statistical Engineering Special Issue;Christine M. Anderson-Cook - Lu Lu;/doi/full/10.1080/08982112.2012.654420;8;24;2;2012
Statistical Engineering—Forming the Foundations;article;Editors: Christine M. Anderson-Cook- Lu Lu- Panelists: Gordon Clark- Stephanie P. DeHart- Roger Hoerl- Bradley Jones- R. Jock MacKay- Douglas Montgomery- Peter A. Parker- James Simpson- Ronald Snee- Stefan H. Steiner- Jennifer Van Mullekom- G. Geoff Vining - Alyson G. Wilson;/doi/full/10.1080/08982112.2012.641150;26;24;2;2012
Statistical Engineering—Roles for Statisticians and the Path Forward;article;Editors: Christine M. Anderson-Cook- Lu Lu- Panelists: Gordon Clark- Stephanie P. DeHart- Roger Hoerl- Bradley Jones- R. Jock MacKay- Douglas Montgomery- Peter A. Parker- James Simpson- Ronald Snee- Stefan H. Steiner- Jennifer Van Mullekom- G. Geoff Vining - Alyson G. Wilson;/doi/full/10.1080/08982112.2012.641151;14;24;2;2012
Statistical Engineering: Principles and Examples;article;Lynne B. Hare;/doi/full/10.1080/08982112.2012.641144;4;24;2;2012
Leadership—Essential for Developing the Discipline of Statistical Engineering;article;Ronald D. Snee - Roger W. Hoerl;/doi/full/10.1080/08982112.2012.654323;13;24;2;2012
Statistical Engineering: Six Decades of Improved Process and Systems Performance;article;Richard D. Shainin;/doi/full/10.1080/08982112.2012.654324;7;24;2;2012
Illustrating the Practice of Statistics as a Stepping Stone to Statistical Engineering;article;C. A. Hamada - M. S. Hamada;/doi/full/10.1080/08982112.2012.641141;3;24;2;2012
Statistical Engineering: a Missing Ingredient in the Introductory Statistics Course;article;William I. Notz;/doi/full/10.1080/08982112.2012.641145;3;24;2;2012
Undergraduate Statistics Curriculum: A Large: Unstructured: Complex Problem;article;Connie M. Borror- Roger L. Berger- Sue LaFond - Melanie Stull;/doi/full/10.1080/08982112.2011.652005;2;24;2;2012
The Q.LIFE® Engine: A Work of Statistical Engineering;article;Sara B. Pocinki- Philip R. Scinto - Robert G. Wilkinson;/doi/full/10.1080/08982112.2012.641142;0;24;2;2012
Statistical Engineering to Stabilize Vaccine Supply;article;Julia O'Neill- George Atkins- Dan Curbison- Betsy Flak- James M. Lucas- Dana Metzger- Lindsay Morse- Tejal Shah- Thomas Steinmetz- Kathleen Van Citters- Matthew C. Wiener- Byron Wingerd - Anthony Yourey;/doi/full/10.1080/08982112.2012.654325;1;24;2;2012
Setting Appropriate Fill Weight Targets—A Statistical Engineering Case Study;article;William A. Brenneman - Michael D. Joner Jr.;/doi/full/10.1080/08982112.2012.641148;4;24;2;2012
Statistical Process Control for Monitoring Nonlinear Profiles: A Six Sigma Project on Curing Process;article;Shing I. Chang- Tzong-Ru Tsai- Dennis K. J. Lin- Shih-Hsiung Chou - Yu-Siang Lin;/doi/full/10.1080/08982112.2012.641149;16;24;2;2012
Variability Reduction: A Statistical Engineering Approach to Engage Operations Teams in Process Improvement;article;Susan O. Schall;/doi/full/10.1080/08982112.2012.641143;3;24;2;2012
Modeling the Reliability of Complex Systems with Multiple Data Sources: A Case Study on Making Statistical Tools Accessible to Engineers;article;Christine M. Anderson-Cook- Richard M. Klamann - Jerome Morzinski;/doi/full/10.1080/08982112.2012.641152;6;24;2;2012
Aerospace Research through Statistical Engineering;article;Rachel T. Silvestrini - Peter A. Parker;/doi/full/10.1080/08982112.2012.641146;1;24;2;2012
Statistical Engineering Perspective on Planetary Entry: Descent: and Landing Research;article;Sean A. Commo - Peter A. Parker;/doi/full/10.1080/08982112.2012.641147;3;24;2;2012
Design for Variation;article;Grant Reinman- Timothy Ayer- Thomas Davan- Matthew Devore- Steven Finley- Jaime Glanovsky- Lauren Gray- Benjamin Hall- Charles (Chas) Jones- Amanda Learned- Erica Mesaros- Robert Morris- Sandra Pinero- Randel Russo- Ethan Stearns- Matthew Teicholz- Wendy Teslik-Welz - David Yudichak;/doi/full/10.1080/08982112.2012.651973;13;24;2;2012
Statistical Standards and ISO: Part 2—Terminology;article;Stephen N. Luko - Mark E. Johnson;/doi/full/10.1080/08982112.2012.654437;0;24;2;2012
Quality Quandaries*: The Case of Premature Drill Wear Out;article;Jo Mooren- Jeroen de Mast - Ronald J. M. M. Does;/doi/full/10.1080/08982112.2011.652584;4;24;2;2012
Statistics to Facilitate Innovation*: A Panel Discussion;article;Willis Jensen- Christine Anderson-Cook- Julia A. Costello- Necip Doganaksoy- Roger W. Hoerl- Stu Janis- Julia O'Neill- Bill Rodebaugh - Ronald D. Snee;/doi/full/10.1080/08982112.2012.621865;10;24;1;2012
Innovation: Quality Engineering: and Statistics;article;George E. P. Box - William H. Woodall;/doi/full/10.1080/08982112.2012.627003;24;24;1;2012
The Future of Quality Technology: From a Manufacturing to a Knowledge Economy & From Defects to Innovations;article;Søren Bisgaard;/doi/full/10.1080/08982112.2011.627010;10;24;1;2012
Data Transformations with a Full 26 Experimental Design—A Metal-Cutting Case Study;article;E. Mønness;/doi/full/10.1080/08982112.2011.616150;1;24;1;2012
Approving Vision-Based Measurement Systems in the Presence of Within-Part Variation;article;Karl D. Majeske;/doi/full/10.1080/08982112.2011.628624;7;24;1;2012
Designed Experiments for the Defense Community;article;Rachel T. Johnson- Gregory T. Hutto- James R. Simpson - Douglas C. Montgomery;/doi/full/10.1080/08982112.2012.627288;24;24;1;2012
A Case Study Involving Mixture–Process Variable Experiments within a Split-Plot Structure;article;Tae-Yeon Cho- Douglas C. Montgomery - Connie M. Borror;/doi/full/10.1080/08982112.2012.627534;1;24;1;2012
Reviews of Standards and Related Material*: Statistical Standards and ISO: Part 1;article;Michele Boulanger- Mark E. Johnson - Stephen N. Luko;/doi/full/10.1080/08982112.2012.623956;2;24;1;2012
Quality Quandaries: Personal Injuries: A Case Study;article;Joran Lokkerbol- Martin A. M. Schotman - Ronald J. M. M. Does;/doi/full/10.1080/08982112.2011.625521;3;24;1;2012
A Retrospective View of Mixture Experiments;article;John A. Cornell;/doi/full/10.1080/08982112.2011.602283;8;23;4;2011
A Conversation with John Cornell;article;Scott Kowalski;/doi/full/10.1080/08982112.2011.601979;0;23;4;2011
RFID to Improve Traceability in Continuous Granular Flows—An Experimental Case Study;article;Björn Kvarnström- Bjarne Bergquist - Kerstin Vännman;/doi/full/10.1080/08982112.2011.602278;14;23;4;2011
Ellis Ott: Prince of Quality;article;J. Stuart Hunter;/doi/full/10.1080/08982112.2011.602803;0;23;4;2011
Using SPC in Conjunction with APC;article;Donald S. Holmes - A. Erhan Mergen;/doi/full/10.1080/08982112.2011.602941;5;23;4;2011
A Truncated Logistic Regression Model in Probability of Detection Evaluation;article;Yan Guo- Kai Yang - Adel Alaeddini;/doi/full/10.1080/08982112.2011.603664;0;23;4;2011
An Enhanced Parenting Process: Predicting Reliability in Product's Design Phase;article;Luis Mejia Sanchez - Rong Pan;/doi/full/10.1080/08982112.2011.603110;11;23;4;2011
Quality Quandaries: Streamlining the Path to Optimal Care for Cardiovascular Patients;article;Marit Schoonhoven- Benjamin P. H. Kemper- Machteld I. Brilleman - Ronald J. M. M. Does;/doi/full/10.1080/08982112.2011.602169;7;23;4;2011
Technical Advice: Essential Elements for Quality Improvement Programs;article;Geoff Vining;/doi/full/10.1080/08982112.2011.604233;2;23;4;2011
Editorial Board EOV;Editorial Board EOV;NA;/doi/full/10.1080/08982112.2011.617645;0;23;4;2011
A Nonparametric EWMA Sign Chart for Location Based on Individual Measurements;article;M. A. Graham- S. Chakraborti - S. W. Human;/doi/full/10.1080/08982112.2011.575745;46;23;3;2011
Assessing the Risks of Sampling Rates for Surveilling a Population;article;M. S. Hamada- A. V. Huzurbazar- S. Vander Wiel - A. G. Wilson;/doi/full/10.1080/08982112.2011.575747;0;23;3;2011
Software for Weibull Inference;article;John I. McCool;/doi/full/10.1080/08982112.2011.575744;3;23;3;2011
Illustrating the Use of Statistical Experimental Design and Analysis for Multiresponse Prediction and Optimization;article;Adam M. Izraelevitz- Christine M. Anderson-Cook - Michael S. Hamada;/doi/full/10.1080/08982112.2011.575499;6;23;3;2011
Understanding Formulation Systems—A Six Sigma Approach;article;Ronald D. Snee;/doi/full/10.1080/08982112.2011.575746;2;23;3;2011
An Expository Paper on Optimal Design;article;Rachel T. Johnson- Douglas C. Montgomery - Bradley A. Jones;/doi/full/10.1080/08982112.2011.576203;21;23;3;2011
Quality Quandaries: Cost and Quality in Postal Service;article;Benjamin P. H. Kemper- Saskia Koning- Thom C. W. Luijben - Ronald J. M. M. Does;/doi/full/10.1080/08982112.2011.575754;1;23;3;2011
Statistical Standards and ASTM: Part 4;article;Peter Fortini - Stephen Luko;/doi/full/10.1080/08982112.2011.581039;2;23;3;2011
Call for Papers;Call for Papers;NA;/doi/full/10.1080/08982112.2011.577360;0;23;3;2011
Case Study: An Application of Logistic Regression in a Six Sigma Project in Health Care;article;Frank van der Meulen- Thijs Vermaat - Pieter Willems;/doi/full/10.1080/08982112.2011.553761;6;23;2;2011
Statistical Engineering Examples in the Engine Oil Additive Industry;article;Philip R. Scinto;/doi/full/10.1080/08982112.2011.555439;5;23;2;2011
A Cautionary Tale: Small Sample Size Concerns for Grouped Lifetime Data;article;Laura J. Freeman;/doi/full/10.1080/08982112.2010.529485;6;23;2;2011
System Health Assessment;article;David H. Collins- Christine M. Anderson-Cook - Aparna V. Huzurbazar;/doi/full/10.1080/08982112.2010.529484;8;23;2;2011
A Bayesian Analysis of Unreplicated Two-Level Factorials Using Effects Sparsity: Hierarchy: and Heredity;article;Bjarne Bergquist- Erik Vanhatalo - Magnus Lundberg Nordenvaad;/doi/full/10.1080/08982112.2011.553760;12;23;2;2011
Identifying Feasible Design Concepts for Products with Competing Performance Requirements by Metamodeling of Loss-Scaled Principal Components;article;T. E. Murphy- Y. Lin- K.-L. Tsui- V. C. P. Chen - J. K. Allen;/doi/full/10.1080/08982112.2011.555438;1;23;2;2011
Quantifying Supply Chain Trade-Offs Using Six Sigma: Simulation: and Designed Experiments to Develop a Flexible Distribution Network;article;Sameer Kumar- Marietsa L. McCreary - Daniel A. Nottestad;/doi/full/10.1080/08982112.2010.529481;9;23;2;2011
Quality Quandaries: Design for Six Sigma: Method and Application;article;Jeroen de Mast- Gerjan Diepstraten - Ronald J. M. M. Does;/doi/full/10.1080/08982112.2011.560818;9;23;2;2011
Statistical Standards and ASTM: Part 3;article;Thomas D. Murphy- Thomas J. Bzik - Neil R. Ullman;/doi/full/10.1080/08982112.2011.557345;1;23;2;2011
Technical Advice: Design of Experiments: Response Surface Methodology: and Sequential Experimentation;article;Geoff Vining;/doi/full/10.1080/15226514.2011.555280;8;23;2;2011
Call for Papers – Special Issue on Statistical Engineering;Call for Papers – Special Issue on Statistical Engineering;NA;/doi/full/10.1080/08982112.2011.560774;0;23;2;2011
Call for Papers;Call for Papers;NA;/doi/full/10.1080/08982112.2011.562098;0;23;2;2011
Corrigendum;Corrigendum;NA;/doi/full/10.1080/08982112.2011.560781;1;23;2;2011
A Closer Look at D-Optimality for Screening Designs;article;Timothy J. Robinson - Christine M. Anderson-Cook;/doi/full/10.1080/08982112.2010.505220;11;23;1;2011
Screening for Fuel Economy: A Case Study of Supersaturated Designs in Practice;article;Philip R. Scinto- Robert G. Wilkinson - Dennis K. J. Lin;/doi/full/10.1080/08982112.2010.529483;4;23;1;2011
Don't Use Rank Sum Tests to Analyze Factorial Designs;article;Robert W. Mee - Xin Lu;/doi/full/10.1080/08982111003742863;1;23;1;2011
A Method to Determine Transition Time for Experiments in Dynamic Processes;article;Erik Vanhatalo- Björn Kvarnström- Bjarne Bergquist - Kerstin Vännman;/doi/full/10.1080/08982112.2010.495099;9;23;1;2011
Combining Computational Fluid Dynamics Analysis Data with Experimentally Measured Data;article;Bernhard H. Anderson - Harold S. Haller;/doi/full/10.1080/08982112.2010.505221;3;23;1;2011
Optimization of a Microfluidic Mixing Process for Gene Expression–Based Bio-Dosimetry;article;Shilpa Madhavan Shinde- Christine Orozco- Muriel Brengues- Ralf Lenigk- Douglas C. Montgomery - Frederic Zenhausern;/doi/full/10.1080/08982112.2010.529482;0;23;1;2011
Prediction of Reliability of an Arbitrary System from a Finite Population;article;Lu Lu - Christine M. Anderson-Cook;/doi/full/10.1080/08982112.2010.495259;8;23;1;2011
Lean Construction Submittal Process—A Case Study;article;Deborah F. Garrett - Jim Lee;/doi/full/10.1080/08982112.2010.495100;17;23;1;2011
Quality Quandaries: Lean Nursing;article;Kim C. van Leeuwen - Ronald J. M. M. Does;/doi/full/10.1080/08982112.2010.529486;14;23;1;2011
Statistical Standards and ASTM: Part 2;article;Dean V. Neubauer - Stephen N. Luko;/doi/full/10.1080/08982112.2011.529055;1;23;1;2011
Technical Advice: Residual Plots to Check Assumptions;article;Geoff Vining;/doi/full/10.1080/08982112.2011.535696;4;23;1;2011
Erratum;correction;NA;/doi/full/10.1080/08982112.2011.539506;0;23;1;2011
Letter to the Editor;article;Anil Menon;/doi/full/10.1080/08982112.2010.495103;0;22;4;2010
A Conversation with Ray Myers;article;Angela N. Patterson;/doi/full/10.1080/08982112.2010.499831;0;22;4;2010
A Comparison of Maximum Likelihood and Median-Rank Regression for Weibull Estimation;article;Ulrike Genschel - William Q. Meeker;/doi/full/10.1080/08982112.2010.503447;72;22;4;2010
The Evaluation of Median-Rank Regression and Maximum Likelihood Estimation Techniques for a Two-Parameter Weibull Distribution;article;Denisa Olteanu - Laura Freeman;/doi/full/10.1080/08982112.2010.505219;22;22;4;2010
Comments;article;Vijay Nair - Anupap Somboonsavatdee;/doi/full/10.1080/08982112.2010.503454;3;22;4;2010
Discussion of the Articles by Olteanu and Freeman: and Genschel and Meeker;article;J. F. Lawless;/doi/full/10.1080/08982112.2010.503553;2;22;4;2010
Discussion of the Papers by Olteanu and Freeman: and Genshel and Meeker;article;Robert B. Abernethy;/doi/full/10.1080/08982112.2010.503693;0;22;4;2010
Comments;article;Luis A. Escobar;/doi/full/10.1080/08982112.2010.506146;1;22;4;2010
Rejoinder;article;Ulrike Genschel - William Q. Meeker;/doi/full/10.1080/08982112.2010.506147;0;22;4;2010
Rejoinder;article;Denisa Olteanu - Laura Freeman;/doi/full/10.1080/08982112.2010.506148;0;22;4;2010
Six Triumphs and Six Tragedies of Six Sigma;article;T. N. Goh;/doi/full/10.1080/08982112.2010.495102;29;22;4;2010
Constructing and Analyzing Two-Level Trend-Robust Designs;article;Robert W. Mee - Anna V. Romanova;/doi/full/10.1080/08982112.2010.500502;4;22;4;2010
A Split-Split-Plot Design of Experiments for Foil Lidding of Contact Lens Packages;article;Liem Ferryanto - Norris Tollefson;/doi/full/10.1080/08982111003800927;2;22;4;2010
Split-Split-Plot Experimental Design in a High-Throughput Reactor;article;Flor Castillo;/doi/full/10.1080/08982112.2010.495101;3;22;4;2010
Multi-Response Optimization Using Multiple Regression–Based Weighted Signal-to-Noise Ratio (MRWSN);article;Surajit Pal - Susanta Kumar Gauri;/doi/full/10.1080/08982112.2010.495368;26;22;4;2010
Quality Quandaries: Interpretation of Signals from Runs Rules in Shewhart Control Charts;article;Albert Trip - Ronald J. M. M. Does;/doi/full/10.1080/08982112.2010.500190;4;22;4;2010
Statistical Standards and ASTM;article;Neil Ullman - Stephen Luko;/doi/full/10.1080/08982112.2010.500171;2;22;4;2010
Technical Advice: Quantile Plots to Check Assumptions;article;Geoff Vining;/doi/full/10.1080/08982112.2010.502868;4;22;4;2010
Statistical Thinking and Methods in Quality Improvement: A Look to the Future;article;Roger W. Hoerl - Ron Snee;/doi/full/10.1080/08982112.2010.481485;48;22;3;2010
Discussion of Statistical Thinking and Methods in Quality Improvement: A Look to the Future;article;Jeroen de Mast - Ronald J. M. M. Does;/doi/full/10.1080/08982111003800463;1;22;3;2010
Response to Statistical Thinking and Methods in Quality Improvement: A Look to the Future by Roger Hoerl and Ronald Snee;article;Matthew Rotelli;/doi/full/10.1080/08982111003800513;0;22;3;2010
Discussion of Statistical Thinking and Methods in Quality Improvement: A Look to the Future by R. Hoerl and R. Snee;article;Geoff Vining;/doi/full/10.1080/08982111003800406;0;22;3;2010
Rejoinder: A Consensus that the Statistics Profession Must Change: Is Growing;article;Roger Hoerl - Ronald Snee;/doi/full/10.1080/08982111003800596;0;22;3;2010
Simultaneous Optimization of Mean and Standard Deviation;article;Nuno Ricardo Pais Costa;/doi/full/10.1080/08982110903394205;30;22;3;2010
Empirical Procedure for Modeling the Variation Transmission in a Manufacturing Process;article;José Antonio Heredia - Matias Gras;/doi/full/10.1080/08982111003724929;7;22;3;2010
Building Process Understanding for Vaccine Manufacturing Using Data Mining;article;Matthew C. Wiener- Louis Obando - Julia O'Neill;/doi/full/10.1080/08982111003800919;6;22;3;2010
Knowledge Discovery and Analysis in Manufacturing;article;Mark Polczynski - Andrzej Kochanski;/doi/full/10.1080/08982111003742855;4;22;3;2010
A Visualization Decision Support Tool for Multivariate SPC Diagnosis Using Marginal CUSUM Glyphs;article;Shing I. Chang - Shih-Hsiung Chou;/doi/full/10.1080/08982111003724937;2;22;3;2010
On the Performance of EWMA Chart in the Presence of Two-Component Measurement Error;article;Saddam Akber Abbasi;/doi/full/10.1080/08982111003785649;33;22;3;2010
Quality Quandaries: Improving the Invoicing Process of a Consulting Company;article;Tashi P. Erdmann- Manon de Groot - Ronald J. M. M. Does;/doi/full/10.1080/08982111003771854;5;22;3;2010
Technical Advice: Statistical Process Control and Automatic/Engineering Process Control;article;Geoff Vining;/doi/full/10.1080/08982111003800547;3;22;3;2010
Rethinking Statistics for Quality Control;article;George Box - Surendar Narasimhan;/doi/full/10.1080/08982110903510297;24;22;2;2010
An Industrial Monitoring Problem;article;D. R. Cox;/doi/full/10.1080/08982110903510354;1;22;2;2010
Response Surface Methodology in Biotechnology;article;David M. Steinberg - Dizza Bursztyn;/doi/full/10.1080/08982110903510388;12;22;2;2010
Uncertainty in Designed Experiments;article;Joanne R. Wendelberger;/doi/full/10.1080/08982110903510420;7;22;2;2010
George Box: A Source of Inspiration for Quality and Productivity;article;Bovas Abraham;/doi/full/10.1080/08982110903579359;3;22;2;2010
Some Reflections on G.E.P. Box's Contributions to Statistics and Quality Improvement;article;Mervin E. Muller;/doi/full/10.1080/08982110903510362;0;22;2;2010
George Box: Some Reminiscences;article;J. Stuart Hunter;/doi/full/10.1080/08982110903534388;0;22;2;2010
George Box—An Exemplary Teacher;article;David Bacon;/doi/full/10.1080/08982110903510321;0;22;2;2010
Quality Quandary: S⊘ren Bisgaard;Quality Quandary: S⊘ren Bisgaard;Geoffrey Vining;/doi/full/10.1080/08982111003645165;0;22;2;2010
Monitoring the Slopes of Linear Profiles;article;Junjia Zhu - Dennis K. J. Lin;/doi/full/10.1080/08982110903344804;30;22;1;2010
Improving the Hospital Discharge Process with Six Sigma Methods;article;Theodore T. Allen- Shih-Hsien Tseng- Kerry Swanson - Mary Ann McClay;/doi/full/10.1080/08982110903344812;20;22;1;2010
Assessment of a Measurement System Using Repeat Measurements of Failing Units;article;Ryan P. Browne;/doi/full/10.1080/08982110903344820;1;22;1;2010
Reducing Variation in an Existing Process with Robust Parameter Design;article;Hossein Asilahijani- Stefan H. Steiner - R. Jock MacKay;/doi/full/10.1080/08982110903381889;4;22;1;2010
Quality Quandaries*: A Gage R&R Study in a Hospital;article;Tashi P. Erdmann- Ronald J. M. M. Does - Søren Bisgaard;/doi/full/10.1080/08982110903412924;15;22;1;2010
Technical Advice: Industrial Split-Plot Experiments;article;Geoff Vining;/doi/full/10.1080/08982110903438853;2;22;1;2010
A Conversation with Donald J. Wheeler;article;William H. Woodall;/doi/full/10.1080/08982110903152884;1;21;4;2009
