title;type;authors;doi;cite_number;volume;issue;date
Comments on Analysis of Means—A Review;letter;Thomas P. Ryan;/doi/abs/10.1080/00224065.2006.11918592;0;38;2;2006
The Use of Control Charts in Health-Care and Public-Health Surveillance;article;William H. Woodall;/doi/abs/10.1080/00224065.2006.11918593;75;38;2;2006
Discussion;discussion;Mohammed A. Mohammed;/doi/abs/10.1080/00224065.2006.11918594;0;38;2;2006
Discussion;discussion;James M. Lucas - Rochelle Watkins;/doi/abs/10.1080/00224065.2006.11918595;0;38;2;2006
Discussion;discussion;Stefan H. Steiner;/doi/abs/10.1080/00224065.2006.11918596;1;38;2;2006
Discussion;discussion;James C. Benneyan;/doi/abs/10.1080/00224065.2006.11918597;0;38;2;2006
Discussion;discussion;Olivia A. Grigg - David J. Spiegelhalter;/doi/abs/10.1080/00224065.2006.11918598;0;38;2;2006
Discussion;discussion;Howard Burkom;/doi/abs/10.1080/00224065.2006.11918599;0;38;2;2006
Rejoinder;reply;William H. Woodall;/doi/abs/10.1080/00224065.2006.11918600;0;38;2;2006
A Markov Chain Model for the Adaptive CUSUM Control Chart;article;Lianjie Shu - Wei Jiang;/doi/abs/10.1080/00224065.2006.11918601;30;38;2;2006
A Class of Nearly Orthogonal Arrays;article;Xuan Lu- William Li - Miao Xie;/doi/abs/10.1080/00224065.2006.11918602;2;38;2;2006
Practical Inference from Industrial Split-Plot Designs;article;Peter Goos- Ivan Langhans - Martina Vandebroek;/doi/abs/10.1080/00224065.2006.11918603;24;38;2;2006
A Bayesian Approach for the Determination of Warranty Length;article;Humberto Gutiérrez-Pulido- Víctor Aguirre-Torres - J. A. Christen;/doi/abs/10.1080/00224065.2006.11918604;1;38;2;2006
Introduction to Nonparametric Regression;book review;Thomas P. Ryan - Doug Nychka;/doi/abs/10.1080/00224065.2006.11918605;0;38;2;2006
The Analysis of Means: A Graphical Method for Comparing Means: Rates: and Proportions;book review;Thomas P. Ryan Consultant;/doi/abs/10.1080/00224065.2006.11918606;0;38;2;2006
Design and Analysis of Gauge R&R Studies: Making Decisions with Confidence Intervals in Random and Mixed ANOVA Models;book review;Joseph G. Voelkel;/doi/abs/10.1080/00224065.2006.11918607;0;38;2;2006
Corrigenda;correction;NA;/doi/abs/10.1080/00224065.2006.11918608;0;38;2;2006
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2006.11918578;0;38;1;2006
Announcement from the Editor;announcement;Joe H. Sullivan 
(Editor);/doi/abs/10.1080/00224065.2006.11918579;0;38;1;2006
Lower System Reliability Bounds from Binary Failure Data Using Bootstrapping;article;Lawrence M. Leemis;/doi/abs/10.1080/00224065.2006.11918580;2;38;1;2006
Reliability-Growth Analysis of Locomotive Electrical Equipment;article;Massimiliano Giorgio- Maurizio Guida - Gianpaolo Pulcini;/doi/abs/10.1080/00224065.2006.11918581;0;38;1;2006
Improved Design of Proportional Integral Derivative Charts;article;Fugee Tsung- Yi Zhao- Liming Xiang - Wei Jiang;/doi/abs/10.1080/00224065.2006.11918582;4;38;1;2006
A Control Scheme for High-Yield Correlated Production under Group Inspection;article;Loon-Ching Tang - Wee-Tat Cheong;/doi/abs/10.1080/00224065.2006.11918583;3;38;1;2006
Split-Plot Fractional Designs: Is Minimum Aberration Enough?;article;Murat Kulahci- José G. Ramírez - Randy Tobias;/doi/abs/10.1080/00224065.2006.11918584;7;38;1;2006
Robust Parameter Design Using Generalized Linear Mixed Models;article;Timothy J. Robinson- Shaun S. Wulff- Douglas C. Montgomery - Andre I. Khuri;/doi/abs/10.1080/00224065.2006.11918585;8;38;1;2006
Process Quality Control: Troubleshooting and Interpretation of Data: Fourth Edition;book review;Thomas P. Ryan - Necip Doganaksoy;/doi/abs/10.1080/00224065.2006.11918586;0;38;1;2006
Statistics for Experimenters: Design: Innovation: and Discovery: Second Edition;book review;Dennis K. J. Lin;/doi/abs/10.1080/00224065.2006.11918587;0;38;1;2006
Design and Analysis of Experiments: Vol. 2;book review;Thomas P. Ryan Consultant;/doi/abs/10.1080/00224065.2006.11918588;0;38;1;2006
Corrigendum;correction;NA;/doi/abs/10.1080/00224065.2006.11918589;0;38;1;2006
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2005.11980328;0;37;4;2005
Prediction Variance Properties of Second-Order Designs for Cuboidal Regions;article;You-Jin Park- Diane E. Richardson- Douglas C. Montgomery- Ayca Ozol-Godfrey- Connie M. Borror - Christine M. Anderson-Cook;/doi/abs/10.1080/00224065.2005.11980329;5;37;4;2005
Multivariate Monitoring Using an MEWMA Control Chart with Unequal Sample Sizes;article;Keunpyo Kim - Marion R. Reynolds JR.;/doi/abs/10.1080/00224065.2005.11980330;3;37;4;2005
Resolution IV Designs with 128 Runs;article;Robert M. Block - Robert W. Mee;/doi/abs/10.1080/00224065.2005.11980331;4;37;4;2005
Confidence Intervals for Misclassification Rates in a Gauge R&R Study;article;Richard K. Burdick- You-Jin Park- Douglas C. Montgomery - Connie M. Borror;/doi/abs/10.1080/00224065.2005.11980332;7;37;4;2005
A Wald Test for Comparing Multiple Capability Indices;article;Norma F. Hubele- Abdelaziz Berrado - Esma S. Gel;/doi/abs/10.1080/00224065.2005.11980333;8;37;4;2005
Analysis of Means—A Review;article;C. V. Rao;/doi/abs/10.1080/00224065.2005.11980334;5;37;4;2005
Reliability: Quality: and Safety for Engineers;book review;Thomas P. Ryan 
(Consultant);/doi/abs/10.1080/00224065.2005.11980335;0;37;4;2005
Statistical Engineering: An Algorithm for Reducing Variation in Manufacturing Processes;book review;William H. Woodall;/doi/abs/10.1080/00224065.2005.11980336;0;37;4;2005
Index;index;NA;/doi/abs/10.1080/00224065.2005.11980337;0;37;4;2005
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2005.11980318;0;37;3;2005
Confidence Intervals in a Gauge R&R Study with Fixed Operators;article;Lorraine Daniels- Richard K. Burdick - Jorge Quiroz;/doi/abs/10.1080/00224065.2005.11980319;2;37;3;2005
Start-Up Demonstration Tests Based on Consecutive Successes and Total Failures;article;Michelle L. DePoy Smith - William S. Griffith;/doi/abs/10.1080/00224065.2005.11980320;1;37;3;2005
Unit and Group-Runs Chart to Identify Increases in Fraction Nonconforming;article;M. P. Gadre - R. N. Rattihalli;/doi/abs/10.1080/00224065.2005.11980321;9;37;3;2005
Model and Distribution-Robust Process Optimization with Noise Factors;article;Ramkumar Rajagopal- Enrique Del Castillo - John J. Peterson;/doi/abs/10.1080/00224065.2005.11980322;8;37;3;2005
Fraction of Design Space Plots for Examining Model Robustness;article;Ayca Ozol-Godfrey- Christine M. Anderson-Cook - Douglas C. Montgomery;/doi/abs/10.1080/00224065.2005.11980323;5;37;3;2005
Optimal Weighting of Bias and Variance in Dual Response Surface Optimization;article;In-Jun Jeong- Kwang-Jae Kim - Soo Y. Chang;/doi/abs/10.1080/00224065.2005.11980324;4;37;3;2005
The Six Sigma Practitioner's Guide to Data Analysis;book review;Radu Neagu;/doi/abs/10.1080/00224065.2005.11980325;0;37;3;2005
Taguchi's Quality Engineering Handbook;book review;Thomas P. Ryan 
(Consultant);/doi/abs/10.1080/00224065.2005.11980326;0;37;3;2005
Introduction to Statistical Quality Control: Fifth Edition;book review;William H. Woodall;/doi/abs/10.1080/00224065.2005.11980327;1;37;3;2005
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2005.11980307;0;37;2;2005
Analysis of Performance Measures in Experimental Designs Using Jackknife;article;Asokan Mulayath Variyath- Bovas Abraham - Jiahua Chen;/doi/abs/10.1080/00224065.2005.11980308;1;37;2;2005
Minimum G Aberration Design Construction and Design Tables for 24 Runs;article;Debra Ingram - Boxin Tang;/doi/abs/10.1080/00224065.2005.11980309;5;37;2;2005
Response Surface Designs within a Split-Plot Structure;article;G. Geoffrey Vining- Scott M. Kowalski - Douglas C. Montgomery;/doi/abs/10.1080/00224065.2005.11980310;36;37;2;2005
A Dual-Response Approach to Robust Parameter Design for a Generalized Linear Model;article;William R. Myers- William A. Brenneman - Raymond H. Myers;/doi/abs/10.1080/00224065.2005.11980311;10;37;2;2005
Accounting for Mixture Errors in Analyzing Mixture Experiments;article;M. Hamada- H. F. Martz - S. Steiner;/doi/abs/10.1080/00224065.2005.11980312;4;37;2;2005
Multivariate Monitoring of the Process Mean Vector with Sequential Sampling;article;Marion R. Reynolds JR. - Keunpyo Kim;/doi/abs/10.1080/00224065.2005.11980313;10;37;2;2005
Robust Monitoring of Contaminated Data;article;Cali Manning Davis - Benjamin M. Adams;/doi/abs/10.1080/00224065.2005.11980314;7;37;2;2005
Design and Analysis of Experiments: Sixth Edition;book review;B. Michael Adams;/doi/abs/10.1080/00224065.2005.11980315;0;37;2;2005
Nonparametric Statistical Inference: Fourth Edition;book review;Michael D. Ernst;/doi/abs/10.1080/00224065.2005.11980316;0;37;2;2005
Generalized Inference in Repeated Measures: Exact Methods in MANOVA and Mixed Models;book review;Thomas P. Ryan 
(Consultant);/doi/abs/10.1080/00224065.2005.11980317;0;37;2;2005
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2005.11980295;0;37;1;2005
In-Line Process and Product Control Using Spectroscopy and Multivariate Calibration;article;Narinder Singh Sahni- Are Halvor Aastveit - Tormod Naes;/doi/abs/10.1080/00224065.2005.11980296;4;37;1;2005
A Change-Point Model for a Shift in Variance;article;Douglas M. Hawkins - K. D. Zamba;/doi/abs/10.1080/00224065.2005.11980297;26;37;1;2005
Improved Monitoring of Multivariate Process Variability;article;Maman A. Djauhari;/doi/abs/10.1080/00224065.2005.11980298;11;37;1;2005
Gauge R&R Studies for Destructive Measurements;article;Jeroen De Mast - Albert Trip;/doi/abs/10.1080/00224065.2005.11980299;4;37;1;2005
A New Loss Function-Based Method for Multiresponse Optimization;article;Young-Hyun Ko- Kwang-Jae Kim - Chi-Hyuck Jun;/doi/abs/10.1080/00224065.2005.11980300;21;37;1;2005
Using Genetic Algorithms to Generate Mixture-Process Experimental Designs Involving Control and Noise Variables;article;Heidi B. Goldfarb- Connie M. Borror- Douglas C. Montgomery - Christine M. Anderson-Cook;/doi/abs/10.1080/00224065.2005.11980301;8;37;1;2005
A Modified Path of Steepest Ascent for Split-Plot Experiments;article;Scott M. Kowalski- Connie M. Borror - Douglas C. Montgomery;/doi/abs/10.1080/00224065.2005.11980302;1;37;1;2005
System Reliability Theory: Models: Statistical Methods: and Applications: Second Edition;book review;Thomas P. Ryan - William Q. Meeker;/doi/abs/10.1080/00224065.2005.11980303;0;37;1;2005
Common Errors in Statistics (and How to Avoid Them);book review;Lloyd S. Nelson;/doi/abs/10.1080/00224065.2005.11980304;0;37;1;2005
Measurement Theory for Engineers;book review;Stephen B. Vardeman;/doi/abs/10.1080/00224065.2005.11980305;0;37;1;2005
Corrigendum;correction;NA;/doi/abs/10.1080/00224065.2005.11980306;0;37;1;2005
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2004.11980282;0;36;4;2004
Should Observations Be Grouped for Effective Process Monitoring?;article;Marion R. Reynolds JR. - Zachary G. Stoumbos;/doi/abs/10.1080/00224065.2004.11980283;41;36;4;2004
Multivariate Control Charts for Monitoring Autocorrelated Processes;article;Wei Jiang;/doi/abs/10.1080/00224065.2004.11980284;13;36;4;2004
Multifactor B-Spline Mixed Models in Designed Experiments for the Engine Mapping Problem;article;Daniel M. Grove- David C. Woods - Susan M. Lewis;/doi/abs/10.1080/00224065.2004.11980285;3;36;4;2004
A Strategy of Searching Active Factors in Supersaturated Screening Experiments;article;Xuan Lu - Xi Wu;/doi/abs/10.1080/00224065.2004.11980286;9;36;4;2004
Efficient Two-Level Designs for Estimating All Main Effects and Two-Factor Interactions;article;Robert W. Mee;/doi/abs/10.1080/00224065.2004.11980287;8;36;4;2004
Mixture Component-Amount Designs via Projections: Including Orthogonally Blocked Designs;article;Philip Prescott - Norman R. Draper;/doi/abs/10.1080/00224065.2004.11980288;3;36;4;2004
A Genetic Algorithm Approach to Multiple-Response Optimization;article;Francisco Ortiz JR.- James R. Simpson- Joseph J. Pignatiello JR. - Alejandro Heredia-Langner;/doi/abs/10.1080/00224065.2004.11980289;13;36;4;2004
Weibull Models;book review;John I. McCool;/doi/abs/10.1080/00224065.2004.11980290;0;36;4;2004
Case Studies in Reliability and Maintenance;book review;Steven E. Rigdon;/doi/abs/10.1080/00224065.2004.11980291;0;36;4;2004
Planning: Construction: and Statistical Analysis of Comparative Experiments;book review;Thomas P. Ryan 
(Consultant);/doi/abs/10.1080/00224065.2004.11980292;1;36;4;2004
Index;index;NA;/doi/abs/10.1080/00224065.2004.11980293;0;36;4;2004
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2004.11980271;0;36;3;2004
Evaluating Mixture-Process Designs with Control and Noise Variables;article;Heidi B. Goldfarb- Connie M. Borror- Douglas C. Montgomery - Christine M. Anderson-Cook;/doi/abs/10.1080/00224065.2004.11980272;6;36;3;2004
Model-Robust Optimal Designs: A Genetic Algorithm Approach;article;Alejandro Heredia-Langner- Douglas C. Montgomery- W. Matthew Carlyle - Connie M. Borror;/doi/abs/10.1080/00224065.2004.11980273;17;36;3;2004
Run-Length Performance of Regression Control Charts with Estimated Parameters;article;Lianjie Shu- Fugee Tsung - Kwok-Leung Tsui;/doi/abs/10.1080/00224065.2004.11980274;17;36;3;2004
Shewhart Charts for Monitoring the Variance Components;article;T. C. Chang - F. F. Gan;/doi/abs/10.1080/00224065.2004.11980275;3;36;3;2004
Using Control Charts to Monitor Process and Product Quality Profiles;article;William H. Woodall- Dan J. Spitzner- Douglas C. Montgomery - Shilpa Gupta;/doi/abs/10.1080/00224065.2004.11980276;113;36;3;2004
EWMA Charts for Monitoring the Mean of Censored Weibull Lifetimes;article;Lingyun Zhang - Gemai Chen;/doi/abs/10.1080/00224065.2004.11980277;18;36;3;2004
Comparing the Capability of Two Processes Using Cpm;article;Jann-Pygn Chen - K. S. Chen;/doi/abs/10.1080/00224065.2004.11980278;13;36;3;2004
Improving Healthcare with Control Charts: Basic and Advanced SPC Methods and Case Studies;book review;William H. Woodall;/doi/abs/10.1080/00224065.2004.11980279;2;36;3;2004
Statistical Methods for Six Sigma: In R&D and Manufacturing;book review;Radu Neagu;/doi/abs/10.1080/00224065.2004.11980280;0;36;3;2004
Handbook of Statistics 22: Statistics in Industry;book review;Thomas P. Ryan 
(Statistical Consultant);/doi/abs/10.1080/00224065.2004.11980281;0;36;3;2004
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2004.11980259;0;36;2;2004
Quality Loss Functions for Nonnegative Variables and Their Applications;article;V. Roshan Joseph;/doi/abs/10.1080/00224065.2004.11980260;9;36;2;2004
A Posterior Predictive Approach to Multiple Response Surface Optimization;article;John J. Peterson;/doi/abs/10.1080/00224065.2004.11980261;28;36;2;2004
Two Approaches for Improving the Dual Response Method in Robust Parameter Design;article;Guillermo Miró-Quesada - Enrique Del Castillo;/doi/abs/10.1080/00224065.2004.11980262;10;36;2;2004
Fraction of Design Space Plots for Assessing Mixture and Mixture-Process Designs;article;Heidi B. Goldfarb- Christine M. Anderson-Cook- Connie M. Borror - Douglas C. Montgomery;/doi/abs/10.1080/00224065.2004.11980263;10;36;2;2004
Analysis Considerations in Industrial Split-Plot Experiments with Non-Normal Responses;article;Timothy J. Robinson- Raymond H. Myers - Douglas C. Montgomery;/doi/abs/10.1080/00224065.2004.11980264;5;36;2;2004
Assessing Production Quality with Nonstandard Measurement Errors;article;Alyson Wilson- Michael Hamada - Meng Xu;/doi/abs/10.1080/00224065.2004.11980265;4;36;2;2004
The Effect of Pooled and Un-Pooled Variance Estimators on Cpm When Using Subsamples;article;Norma Faris Hubele - Kerstin Vännman;/doi/abs/10.1080/00224065.2004.11980266;3;36;2;2004
Estimating Sensitivity of Process Capability Modeled by a Transfer Function;article;Alan Bowman - Josef Schmee;/doi/abs/10.1080/00224065.2004.11980267;1;36;2;2004
Statistical Models and Control Charts for High-Quality Processes;book review;Tom Ryan - Ling-Yau Chan;/doi/abs/10.1080/00224065.2004.11980268;0;36;2;2004
Quality Control: 7th Ed.;book review;Lloyd S. Nelson;/doi/abs/10.1080/00224065.2004.11980269;0;36;2;2004
Semiparametric Regression;book review;Thomas P. Ryan;/doi/abs/10.1080/00224065.2004.11980270;0;36;2;2004
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2004.11980246;0;36;1;2004
Announcements;announcement;Lloyd S. Nelson;/doi/abs/10.1080/00224065.2004.11980247;0;36;1;2004
Factorial Experiments When Factor Levels are Not Necessarily Reset;article;Derek F. Webb- James M. Lucas - John J. Borkowski;/doi/abs/10.1080/00224065.2004.11980248;15;36;1;2004
Outperforming Completely Randomized Designs;article;Peter Goos - Martina Vandebroek;/doi/abs/10.1080/00224065.2004.11980249;24;36;1;2004
Multiresponse Robust Design: A General Framework Based on Combined Array;article;Daniele Romano- Marco Varetto - Grazia Vicario;/doi/abs/10.1080/00224065.2004.11980250;8;36;1;2004
Use of Welch-Satterthwaite Approximation in Calibration of Voltage Standards;article;Stephen V. Crowder - Stuart L. Kupferman;/doi/abs/10.1080/00224065.2004.11980251;0;36;1;2004
Response Surface Methodology: A Retrospective and Literature Survey;article;Raymond H. Myers- Douglas C. Montgomery- G. Geoffrey Vining- Connie M. Borror - Scott M. Kowalski;/doi/abs/10.1080/00224065.2004.11980252;42;36;1;2004
Establishing Multivariate Specification Regions for Incoming Materials;article;Carl Duchesne - John F. MacGregor;/doi/abs/10.1080/00224065.2004.11980253;3;36;1;2004
The Run Length Distribution of the CUSUM with Estimated Parameters;article;L. Allison Jones- Charles W. Champ - Steven E. Rigdon;/doi/abs/10.1080/00224065.2004.11980254;45;36;1;2004
Three-Dimensional Variance Dispersion Graphs for Mixture-Process Experiments;article;Heidi B. Goldfarb- Connie M. Borror- Douglas C. Montgomery - Christine M. Anderson-Cook;/doi/abs/10.1080/00224065.2004.11980255;6;36;1;2004
Methods of Multivariate Analysis: 2nd Ed.;book review;Connie M. Borror;/doi/abs/10.1080/00224065.2004.11980256;0;36;1;2004
Multivariate Statistical Process Control with Industrial Applications;book review;Charles W. Champ;/doi/abs/10.1080/00224065.2004.11980257;0;36;1;2004
Statistical Thinking: Improving Business Performance;book review;Cathy A. Lawson;/doi/abs/10.1080/00224065.2004.11980258;0;36;1;2004
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2003.11980230;0;35;4;2003
Robust Parameter Design with Categorical Noise Variables;article;William A. Brenneman - William R. Myers;/doi/abs/10.1080/00224065.2003.11980231;5;35;4;2003
A Review of Methods for Measurement Systems Capability Analysis;article;Richard K. Burdick- Connie M. Borror - Douglas C. Montgomery;/doi/abs/10.1080/00224065.2003.11980232;25;35;4;2003
The Changepoint Model for Statistical Process Control;article;Douglas M. Hawkins- Peihua Qiu - Chang Wook Kang;/doi/abs/10.1080/00224065.2003.11980233;55;35;4;2003
Robust Estimation in Multivariate Control Charts for Individual Observations;article;N. José Alberto Vargas;/doi/abs/10.1080/00224065.2003.11980234;32;35;4;2003
Fraction of Design Space to Assess Prediction Capability of Response Surface Designs;article;Alyaa Zahran- Christine M. Anderson-Cook - Raymond H. Myers;/doi/abs/10.1080/00224065.2003.11980235;31;35;4;2003
Modifying 22 Factorial Designs to Accommodate a Restricted Design Space;article;Alyaa Zahran- Christine M. Anderson-Cook- Raymond H. Myers - Eric P. Smith;/doi/abs/10.1080/00224065.2003.11980236;0;35;4;2003
Mixture-Process Variable Experiments with Noise Variables;article;Heidi B. Goldfarb- Connie M. Borror - Douglas C. Mongomery;/doi/abs/10.1080/00224065.2003.11980237;9;35;4;2003
Integrating Experimental Design and Statistical Control for Quality Improvement;article;Harriet Black Nembhard - René Valverde-Ventura;/doi/abs/10.1080/00224065.2003.11980238;0;35;4;2003
When Should the Limits on a Shewhart Control Chart Be other Than a Center Line ±3-Sigma?;article;Lloyd S. Nelson;/doi/abs/10.1080/00224065.2003.11980239;0;35;4;2003
Analyzing Multivariate Data;book review;Connie M. Borror;/doi/abs/10.1080/00224065.2003.11980240;0;35;4;2003
A Brief Introduction to Probability and Statistics;book review;Lloyd S. Nelson 
(Statistical Consultant);/doi/abs/10.1080/00224065.2003.11980241;0;35;4;2003
Design for Six Sigma in Technology and Product Development;book review;Don Holcomb;/doi/abs/10.1080/00224065.2003.11980242;0;35;4;2003
Response Surface Methodology: Process and Product Optimization Using Designed Experiments: 2nd Edition;book review;Margaret A. Nemeth;/doi/abs/10.1080/00224065.2003.11980243;0;35;4;2003
Index;index;NA;/doi/abs/10.1080/00224065.2003.11980244;0;35;4;2003
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2003.11980215;0;35;3;2003
Detection of Multiple Change Points from Clustering Individual Observations;letter;Rudy Kittlitz;/doi/abs/10.1080/00224065.2003.11980216;0;35;3;2003
Author's Reply;reply;Joe Sullivan;/doi/abs/10.1080/00224065.2003.11980217;0;35;3;2003
Joint Optimization of Mean and Standard Deviation Using Response Surface Methods;article;Onur Köksoy - Necip Doganaksoy;/doi/abs/10.1080/00224065.2003.11980218;16;35;3;2003
GLMs for the Analysis of Robust Designs with Dynamic Characteristics;article;M. L. Lesperance - Sung-Min Park;/doi/abs/10.1080/00224065.2003.11980219;8;35;3;2003
Constructing Meta-Models for Computer Experiments;article;Theodore T. Allen- Mikhail A. Bernshteyn - Khalil Kabiri-Bamoradian;/doi/abs/10.1080/00224065.2003.11980220;5;35;3;2003
Environmental Monitoring Based on a Hierarchical Poisson-Gamma Model;article;Antje Christensen- Henrik Melgaard- Jørgen Iwersen - Poul Thyregod;/doi/abs/10.1080/00224065.2003.11980221;7;35;3;2003
A Unifying View of Some Process Adjustment Methods;article;Enrique del Castillo- Rong Pan - Bianca M. Colosimo;/doi/abs/10.1080/00224065.2003.11980222;7;35;3;2003
Two-Level Factorial and Fractional Factorial Designs in Blocks of Size Two;article;Yuyun Jessie Yang - Norman R. Draper;/doi/abs/10.1080/00224065.2003.11980223;3;35;3;2003
Separating Location and Dispersion Effects in Unreplicated Fractional Factorial Designs;article;Richard N. McGrath;/doi/abs/10.1080/00224065.2003.11980224;5;35;3;2003
On the Monitoring of Linear Profiles;article;Keunpyo Kim- Mahmoud A. Mahmoud - William H. Woodall;/doi/abs/10.1080/00224065.2003.11980225;102;35;3;2003
Handling Observations That May Be Outliers;article;Lloyd S. Nelson;/doi/abs/10.1080/00224065.2003.11980226;1;35;3;2003
Statistical Process Adjustment for Quality Control;book review;Mani Janakiram;/doi/abs/10.1080/00224065.2003.11980227;0;35;3;2003
Teaching Statistics: Resources for Undergraduate Instructors;book review;Lloyd S. Nelson 
(Statistical Consultant);/doi/abs/10.1080/00224065.2003.11980228;0;35;3;2003
A Second Course in Statistics: Regression Analysis: 6th Ed.;book review;Connie M. Borror;/doi/abs/10.1080/00224065.2003.11980229;0;35;3;2003
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2003.11980201;0;35;2;2003
Orthogonal Arrays for Experiments with Lean Designs;article;Ling-Yau Chan- Chang-Xing Ma - T. N. Goh;/doi/abs/10.1080/00224065.2003.11980202;2;35;2;2003
The Reverse Moving Average Control Chart for Monitoring Autocorrelated Processes;article;John N. Dyer- Benjamin M. Adams - Michael D. Conerly;/doi/abs/10.1080/00224065.2003.11980203;6;35;2;2003
Gauge R&R Analysis for Two-Dimensional Data with Circular Tolerances;article;Joseph G. Voelkel;/doi/abs/10.1080/00224065.2003.11980204;3;35;2;2003
Semiparametric Exact Optimal Run Orders;article;Lieven Tack - Martina Vandebroek;/doi/abs/10.1080/00224065.2003.11980205;0;35;2;2003
Row-Column Response Surface Designs;article;Steven G. Gilmour - Luzia A. Trinca;/doi/abs/10.1080/00224065.2003.11980206;3;35;2;2003
A Bayesian Approach to Calibration Intervals and Properly Calibrated Tolerance Intervals;article;M. Hamada- A. Pohl- C. Spiegelman - J. Wendelberger;/doi/abs/10.1080/00224065.2003.11980207;2;35;2;2003
A Graphical Method for Assessing Mean Squares in Saturated Fractional Designs;article;Jeffrey H. Dodgson;/doi/abs/10.1080/00224065.2003.11980208;0;35;2;2003
Predicting Processes When Embedded Events Occur: Dynamic Time Warping;article;Benjamin J. Nelson - George C. Runger;/doi/abs/10.1080/00224065.2003.11980209;0;35;2;2003
Designed Experiments with Missing or Discordant Values;article;Lloyd S. Nelson;/doi/abs/10.1080/00224065.2003.11980210;0;35;2;2003
The Mahalanobis-Taguchi Strategy;book review;Douglas C. Montgomery;/doi/abs/10.1080/00224065.2003.11980211;0;35;2;2003
Recurrent Events Analysis for Product Repairs: Disease Recurrences: and other Applications;book review;Necip Doganaksoy;/doi/abs/10.1080/00224065.2003.11980212;0;35;2;2003
Statistical Process Control for Health Care;book review;Lloyd S. Nelson 
(Statistical Consultant);/doi/abs/10.1080/00224065.2003.11980213;1;35;2;2003
Statistical Process Control: The Deming Paradigm and beyond;book review;Lloyd S. Nelson 
(Statistical Consultant);/doi/abs/10.1080/00224065.2003.11980214;0;35;2;2003
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2003.11980185;0;35;1;2003
Announcements from the Editor;announcement;William H. Woodall 
(Editor);/doi/abs/10.1080/00224065.2003.11980186;0;35;1;2003
Robust Design via Generalized Linear Models;article;Youngjo Lee - John A. Nelder;/doi/abs/10.1080/00224065.2003.11980187;16;35;1;2003
Analysis of Supersaturated Designs;article;Don R. Holcomb- Douglas C. Montgomery - W. Matthew Carlyle;/doi/abs/10.1080/00224065.2003.11980188;12;35;1;2003
Genetic Algorithms for the Construction of D-Optimal Designs;article;Alejandro Heredia-Langner- W. M. Carlyle- D. C. Montgomery- C. M. Borror - G. C. Runger;/doi/abs/10.1080/00224065.2003.11980189;17;35;1;2003
Systematic Patterns in T2 Charts;article;Robert L. Mason- Youn-Min Chou- Joe H. Sullivan- Zachary G. Stoumbos - John C. Young;/doi/abs/10.1080/00224065.2003.11980190;10;35;1;2003
A Method for Predicting Future Observations in the Monitoring of a Batch Process;article;Hyun-Woo Cho - Kwang-Jae Kim;/doi/abs/10.1080/00224065.2003.11980191;6;35;1;2003
A Comparison of Prediction Variance Criteria for Response Surface Designs;article;John J. Borkowski;/doi/abs/10.1080/00224065.2003.11980192;5;35;1;2003
Two New Mixture Models: Living with Collinearity but Removing its Influence;article;John A. Cornell - John W. Gorman;/doi/abs/10.1080/00224065.2003.11980193;7;35;1;2003
Prediction Bounds in Accelerated Life Testing: Weibull Models with Inverse Power Relationship;article;A. A. Jayawardhana - V. A. Samaranayake;/doi/abs/10.1080/00224065.2003.11980194;2;35;1;2003
c-charts: X-charts: and the Katz Family of Distributions;article;Yue Fang;/doi/abs/10.1080/00224065.2003.11980195;4;35;1;2003
Is Your Process Being Adjusted Too Frequently?;article;Lloyd S. Nelson;/doi/abs/10.1080/00224065.2003.11980196;0;35;1;2003
The Desk Reference of Statistical Quality Methods;book review;Lloyd S. Nelson 
(Statistical Consultant);/doi/abs/10.1080/00224065.2003.11980197;0;35;1;2003
Modern Statistics for Engineering and Quality Improvement;book review;Marvin Kilgo;/doi/abs/10.1080/00224065.2003.11980198;0;35;1;2003
Practical Reliability Engineering: 4th Ed.;book review;Daniel R. Eno;/doi/abs/10.1080/00224065.2003.11980199;0;35;1;2003
Statistical Rules of Thumb;book review;Lloyd S. Nelson 
(Statistical Consultant);/doi/abs/10.1080/00224065.2003.11980200;0;35;1;2003
Editorial Board;Editorial Board;NA;/doi/abs/10.1080/00224065.2002.11980167;0;34;4;2002
Operating Window Experiments: A Novel Approach to Quality Improvement;article;V. Roshan Joseph - C. F. J. Wu;/doi/abs/10.1080/00224065.2002.11980168;3;34;4;2002
Analysis of Functional Responses from Robust Design Studies;article;Vijayan N. Nair- Winson Taam - Kenny Q. Ye;/doi/abs/10.1080/00224065.2002.11980169;13;34;4;2002
